1207;15737;24289;16276;27742;5986;39135;45262;23637;7.84;46.95;Air
1210;15790;24238;16262;27718;5967;39094;45323;23681;7.76;46.96;Air
1213;15795;24243;16285;27730;5933;39113;45364;23637;7.76;46.95;Air
1216;15764;24216;16284;27690;5981;39081;45305;23637;7.76;46.95;Air
1219;15727;24176;16259;27685;5959;39139;45292;23577;7.76;46.95;Air
1222;15730;24250;16234;27672;6027;39093;45336;23676;7.76;46.95;Air
1225;15727;24202;16228;27722;6017;39060;45316;23605;7.84;46.96;Air
1228;15780;24184;16243;27621;6019;39164;45250;23556;7.84;46.94;Air
1231;15802;24164;16217;27777;6008;39058;45294;23646;7.8;46.96;Air
1234;15769;24213;16296;27593;5956;39096;45277;23686;7.84;46.96;Air
1237;15725;24185;16308;27674;5976;39091;45284;23638;7.84;46.96;Air
1240;15805;24192;16336;27639;6072;39078;45389;23619;7.84;46.95;Air
1243;15795;24184;16297;27641;6006;39059;45316;23675;7.84;46.95;Air
1246;15752;24195;16272;27691;5983;39046;45277;23609;7.84;46.95;Air
1249;15743;24190;16261;27720;6008;39062;45372;23594;7.84;46.95;Air
1252;15773;24189;16263;27730;6015;39087;45328;23633;7.84;46.95;Air
1255;15767;24150;16268;27677;5940;38960;45276;23674;7.84;46.95;Air
1258;15779;24188;16229;27699;6003;39106;45269;23604;7.84;46.96;Air
1261;15782;24190;16257;27722;6026;39064;45288;23642;7.84;46.95;Air
1264;15737;24116;16232;27721;5982;39051;45448;23588;7.84;46.95;Air
1267;15758;24065;16234;27695;5930;39086;45265;23714;7.84;46.96;Air
1270;15710;24089;16209;27725;5990;39036;45324;23727;7.84;46.94;Air
1273;15806;24118;16260;27685;5989;39041;45239;23649;7.84;46.95;Air
1276;15757;24099;16237;27676;6037;39099;45316;23671;7.84;46.95;Air
1279;15793;24115;16376;27649;5977;39121;45308;23617;7.84;46.95;Air
1282;15813;24118;16392;27793;6047;38998;45392;23628;7.91;46.96;Air
1285;15766;24087;16382;27731;6004;39100;45401;23687;7.91;46.96;Air
1288;15808;24122;16386;27634;6004;39074;45357;23634;7.91;46.97;Air
1291;15789;24138;16420;27730;6060;39119;45339;23633;7.91;46.95;Air
1294;15839;24137;16455;27772;6031;39042;45295;23693;7.91;46.95;Air
1297;15775;24083;16434;27715;5962;39183;45323;23658;7.91;46.95;Air
1300;15897;24123;16402;27732;6027;39116;45434;23715;7.91;46.95;Air
1303;15848;24126;16397;27735;5997;39216;45340;23781;7.91;46.96;Air
1306;15846;24079;16295;27676;6026;39081;45338;23683;7.91;46.97;Air
1309;15846;24132;16402;27744;6013;39111;45381;23739;7.91;46.96;Air
1312;15897;24219;16289;27788;5999;39061;45459;23643;7.91;46.96;Air
1315;15918;24094;16346;27764;6037;38931;45361;23668;7.84;46.96;Air
1318;15932;24140;16414;27790;5988;39088;45365;23721;7.91;46.97;Air
1321;15869;24099;16372;27778;6028;39088;45345;23713;7.91;46.95;Air
1324;15878;24190;16341;27800;6009;39128;45364;23744;7.91;46.97;Air
1327;15829;24136;16375;27825;6057;39098;45405;23728;7.91;46.97;Air
1330;15842;24140;16381;27791;5997;39050;45380;23731;7.91;46.96;Air
1333;15871;24122;16365;27787;6003;39095;45416;23713;7.84;46.97;Air
1336;15856;24113;16390;27777;6050;39109;45418;23657;7.91;46.97;Air
1339;15784;24115;16268;27762;6015;39055;45372;23685;7.91;46.97;Air
1342;15894;24153;16403;27761;5985;39143;45450;23746;7.91;46.97;Air
1345;15904;24183;16393;27824;5999;39247;45430;23765;7.91;46.96;Air
1348;15896;24318;16427;27836;6103;39231;45366;23808;7.84;46.98;Air
1351;15959;24390;16473;27904;6029;39268;45503;23837;7.91;46.96;Air
1354;16016;24465;16454;27994;5996;39235;45646;23779;7.91;46.96;Air
1357;16027;24482;16424;27956;6003;39314;45558;23869;7.91;46.97;Air
1360;16010;24593;16451;28023;6015;39344;45599;23792;7.91;46.97;Air
1363;16070;24647;16467;28001;6007;39357;45573;23930;7.91;46.98;Air
1366;16156;24784;16425;28026;5976;39240;45517;23879;7.91;46.97;Air
1369;16197;24806;16532;28074;6115;39452;45575;23986;7.91;46.97;Air
1372;16190;24819;16507;28054;6017;39512;45694;23917;7.91;46.97;Air
1375;16169;24914;16452;28109;5999;39321;45614;23997;7.84;46.97;Air
1378;16171;24973;16480;28149;6120;39438;45721;24064;7.84;46.96;Air
1381;16182;24903;16443;28121;6042;39504;45740;24039;7.91;46.97;Air
1384;16248;24994;16489;28147;6026;39636;45721;24055;7.88;46.97;Air
1387;16262;25091;16588;28162;5947;39600;45683;24009;7.84;46.97;Air
1390;16198;24997;16545;28248;6111;39618;45780;24030;7.91;46.97;Air
1393;16255;25266;16618;28234;6001;39631;45756;24064;7.91;46.98;Air
1396;16270;25295;16565;28274;6055;39580;45763;24082;7.91;46.97;Air
1399;16238;25374;16601;28247;5996;39637;45816;24102;7.91;46.97;Air
1402;16312;25358;16524;28294;6023;39745;45857;23971;7.91;46.97;Air
1405;16351;25446;16561;28283;6092;39706;45875;24097;7.91;46.97;Air
1408;16335;25413;16566;28322;6061;39762;45841;24093;7.91;46.97;Air
1411;16301;25507;16595;28417;6041;39814;45844;24124;7.91;46.97;Air
1414;16315;25486;16562;28287;6075;39822;45848;24217;7.91;46.96;Air
1417;16436;25535;16571;28308;6031;39886;45810;24152;7.91;46.97;Air
1420;16312;25560;16566;28335;6015;39815;45837;24184;7.91;46.96;Air
1423;16387;25625;16577;28387;5996;39837;45875;24179;7.91;46.97;Air
1426;16311;25629;16487;28342;6100;39822;45853;24149;7.91;46.97;Air
1429;16374;25653;16545;28404;6064;39919;45883;24166;7.91;46.96;Air
1432;16406;25740;16626;28424;6089;39961;45992;24243;7.84;46.95;Air
1435;16395;25842;16588;28388;6023;39924;45890;24096;7.84;46.96;Air
1438;16418;25749;16563;28434;6013;39857;45805;24289;7.91;46.96;Air
1441;16383;25807;16587;28388;6044;39864;45890;24283;7.84;46.96;Air
1444;16436;25846;16626;28416;6107;39933;45974;24289;7.84;46.97;Air
1447;16413;25903;16531;28402;6056;39901;45965;24317;7.84;46.96;Air
1450;16411;25940;16613;28516;6064;39916;45962;24283;7.84;46.96;Air
1453;16402;25987;16516;28507;6015;39931;45908;24241;7.84;46.96;Air
1456;16439;25907;16563;28502;5985;40020;45928;24283;7.84;46.96;Air
1459;16473;25946;16571;28518;5968;40034;45895;24233;7.88;46.96;Air
1462;16463;26000;16571;28461;6073;40081;45979;24232;7.91;46.95;Air
1465;16457;26162;16606;28531;6076;40060;46039;24322;7.88;46.96;Air
1468;16441;26048;16607;28515;6017;40043;45954;24284;7.91;46.97;Air
1471;16452;26168;16582;28528;5987;40025;45983;24276;7.91;46.97;Air
1474;16445;26144;16581;28518;6088;39917;46007;24279;7.88;46.96;Air
1477;16443;26135;16623;28401;6061;39994;45987;24244;7.91;46.96;Air
1480;16482;26178;16566;28542;6015;40098;45970;24301;7.84;46.96;Air
1483;16418;26231;16589;28552;6011;40168;45981;24346;7.91;46.97;Air
1486;16471;26279;16626;28551;6031;40040;45883;24239;7.84;46.96;Air
1489;16422;26265;16601;28536;6038;40129;45972;24254;7.91;46.97;Air
1492;16413;26282;16608;28592;6052;40076;45910;24274;7.91;46.97;Air
1495;16411;26322;16638;28506;6060;40051;45927;24343;7.91;46.96;Air
1498;16447;26297;16614;28535;6064;40197;45998;24400;7.91;46.96;Air
840;16126;27457;16046;28431;5937;40141;45762;24167;7.39;46.95;NO2 5ppm
843;16071;27520;16034;28390;5913;40287;45700;24220;7.39;46.95;NO2 5ppm
846;16163;27471;15937;28340;5862;40303;45749;24142;7.31;46.96;NO2 5ppm
849;16056;27440;15903;28318;5958;40216;45669;24062;7.31;46.95;NO2 5ppm
852;15980;27263;15825;28395;5900;40087;45660;24105;7.31;46.95;NO2 5ppm
855;16021;27254;15845;28327;5909;40089;45614;24087;7.27;46.94;NO2 5ppm
858;16037;27156;15978;28319;5958;40049;45634;24050;7.39;46.95;NO2 5ppm
861;15926;27103;16097;28230;5909;40081;45639;24014;7.46;46.94;NO2 5ppm
864;15906;26932;16130;28202;5921;40005;45607;24070;7.54;46.94;NO2 5ppm
867;15915;26911;16200;28251;5876;40017;45598;24036;7.54;46.95;NO2 5ppm
870;15896;26880;16177;28171;5926;40018;45542;24041;7.54;46.95;NO2 5ppm
873;15857;26748;16186;28011;5954;39905;45457;24014;7.61;46.94;NO2 5ppm
876;15916;26647;16233;28114;5894;39981;45650;23989;7.61;46.95;NO2 5ppm
879;15883;26668;16347;28104;5909;39943;45615;23985;7.61;46.94;NO2 5ppm
882;15882;26625;16313;28148;5944;39968;45426;23865;7.61;46.94;NO2 5ppm
885;15823;26519;16288;28032;5915;39896;45562;23887;7.69;46.95;NO2 5ppm
888;15853;26408;16278;28058;5893;39882;45456;23881;7.65;46.94;NO2 5ppm
891;15830;26383;16092;28021;5874;39803;45405;23925;7.61;46.94;NO2 5ppm
894;15762;26218;15971;28030;5928;39617;45374;23863;7.46;46.95;NO2 5ppm
897;15715;26177;15819;27916;5939;39630;45365;23793;7.31;46.95;NO2 5ppm
900;15691;26075;15671;27858;5870;39674;45181;23719;7.23;46.95;NO2 5ppm
903;15622;26020;15634;27908;5805;39726;45340;23730;7.23;46.94;NO2 5ppm
906;15636;25892;15675;27847;5928;39580;45332;23661;7.31;46.94;NO2 5ppm
909;15652;25885;15861;27779;5839;39596;45336;23700;7.31;46.93;NO2 5ppm
912;15603;25865;15929;27758;5938;39523;45319;23699;7.39;46.94;NO2 5ppm
915;15584;25801;16027;27737;5871;39597;45225;23698;7.46;46.93;NO2 5ppm
918;15630;25729;16049;27792;5917;39525;45275;23726;7.46;46.94;NO2 5ppm
921;15625;25704;16103;27783;5850;39485;45250;23672;7.54;46.94;NO2 5ppm
924;15556;25571;16123;27747;5883;39513;45205;23744;7.61;46.95;NO2 5ppm
927;15639;25694;16187;27796;5895;39490;45282;23735;7.61;46.93;NO2 5ppm
930;15580;25617;16215;27841;5908;39446;45270;23750;7.61;46.93;NO2 5ppm
933;15609;25625;16265;27738;5896;39405;44969;23652;7.61;46.93;NO2 5ppm
936;15556;25593;16202;27701;5992;39572;45212;23778;7.61;46.93;NO2 5ppm
939;15586;25565;16333;27708;5903;39551;45260;23750;7.69;46.94;NO2 5ppm
942;15553;25555;16380;27734;5887;39524;45224;23713;7.72;46.94;NO2 5ppm
945;15638;25525;16374;27739;5925;39540;45333;23817;7.72;46.94;NO2 5ppm
948;15636;25450;16394;27734;5946;39515;45321;23820;7.76;46.94;NO2 5ppm
951;15639;25400;16351;27736;5909;39505;45263;23764;7.69;46.93;NO2 5ppm
954;15645;25431;16392;27786;5887;39582;45226;23841;7.69;46.93;NO2 5ppm
957;15605;25355;16279;27746;5953;39533;45289;23691;7.69;46.94;NO2 5ppm
960;15672;25366;16312;27793;5972;39306;45188;23735;7.69;46.93;NO2 5ppm
963;15640;25311;16262;27659;5993;39480;45161;23767;7.69;46.93;NO2 5ppm
966;15623;25284;16334;27708;5928;39492;45311;23708;7.69;46.93;NO2 5ppm
969;15604;25229;16352;27719;5995;39492;45220;23768;7.69;46.93;NO2 5ppm
972;15623;25250;16330;27699;6025;39496;45277;23762;7.69;46.93;NO2 5ppm
975;15653;25160;16405;27688;5935;39506;45220;23766;7.76;46.94;NO2 5ppm
978;15658;25189;16419;27708;5942;39422;45199;23807;7.76;46.93;NO2 5ppm
981;15632;25205;16408;27766;5881;39495;45220;23792;7.76;46.93;NO2 5ppm
984;15567;25168;16357;27671;5934;39389;45181;23767;7.76;46.93;NO2 5ppm
987;15677;25141;16389;27763;5974;39397;45318;23752;7.76;46.93;NO2 5ppm
990;15701;25112;16319;27762;5941;39483;45292;23762;7.69;46.93;NO2 5ppm
993;15657;25067;16430;27764;6029;39413;45285;23751;7.76;46.93;NO2 5ppm
996;15687;25030;16426;27721;6018;39370;45338;23823;7.76;46.93;NO2 5ppm
999;15661;25100;16413;27767;5965;39395;45295;23747;7.76;46.94;NO2 5ppm
1002;15706;24960;16291;27697;5969;39377;45240;23810;7.76;46.93;NO2 5ppm
1005;15713;24996;16364;27713;5932;39437;45305;23716;7.76;46.93;NO2 5ppm
1008;15715;25006;16332;27684;5955;39357;45350;23735;7.76;46.94;NO2 5ppm
1011;15727;24911;16319;27454;6014;39340;45208;23669;7.76;46.94;NO2 5ppm
1014;15653;25014;16389;27748;5990;39358;45313;23722;7.76;46.93;NO2 5ppm
1017;15677;24930;16325;27683;5904;39394;45236;23761;7.76;46.93;NO2 5ppm
1020;15670;24902;16347;27733;5972;39349;45036;23697;7.76;46.94;NO2 5ppm
1023;15661;24905;16377;27682;5980;39316;45241;23686;7.76;46.94;NO2 5ppm
1026;15640;24888;16295;27628;5977;39330;45217;23671;7.76;46.93;NO2 5ppm
1029;15670;24815;16316;27662;6008;39381;45283;23715;7.76;46.93;NO2 5ppm
1032;15739;24879;16306;27639;5922;39354;45351;23680;7.76;46.93;NO2 5ppm
1035;15660;24802;16283;27703;5921;39289;45194;23701;7.76;46.94;NO2 5ppm
1038;15638;24817;16270;27703;5995;39325;45286;23731;7.76;46.93;NO2 5ppm
1041;15703;24800;16312;27628;5980;39322;45250;23609;7.76;46.93;NO2 5ppm
1044;15695;24771;16312;27701;5985;39272;45269;23674;7.76;46.93;NO2 5ppm
1047;15718;24745;16393;27667;5982;39200;45353;23630;7.76;46.94;NO2 5ppm
1050;15710;24726;16325;27690;5973;39225;45289;23630;7.76;46.93;NO2 5ppm
1053;15732;24712;16326;27639;5964;39320;45275;23622;7.76;46.94;NO2 5ppm
1056;15685;24733;16325;27625;6012;39302;45252;23681;7.76;46.94;NO2 5ppm
1059;15682;24674;16259;27665;6007;39345;45260;23651;7.76;46.93;NO2 5ppm
1062;15670;24601;16262;27727;5974;39282;45258;23666;7.76;46.93;NO2 5ppm
1065;15661;24634;16336;27678;5969;39248;45205;23659;7.76;46.93;NO2 5ppm
1068;15717;24639;16299;27615;5892;39344;45273;23626;7.76;46.93;NO2 5ppm
1071;15728;24670;16205;27682;6042;39244;45201;23655;7.76;46.93;NO2 5ppm
1074;15713;24645;16251;27676;5945;39288;45296;23613;7.76;46.93;NO2 5ppm
1077;15673;24579;16220;27663;5935;39194;45189;23674;7.76;46.93;NO2 5ppm
1080;15696;24549;16333;27615;6003;39179;45332;23536;7.76;46.92;NO2 5ppm
1083;15693;24543;16348;27680;6002;39220;45257;23703;7.76;46.93;NO2 5ppm
1086;15680;24519;16309;27724;5933;39140;45304;23583;7.76;46.93;NO2 5ppm
1089;15654;24604;16325;27726;5998;39176;45263;23626;7.8;46.93;NO2 5ppm
1092;15679;24603;16405;27677;5905;39230;45320;23744;7.84;46.94;NO2 5ppm
1095;15681;24564;16413;27669;5971;39215;45253;23636;7.84;46.94;NO2 5ppm
1098;15703;24556;16429;27679;6002;39188;45183;23659;7.84;46.95;NO2 5ppm
1101;15802;24559;16369;27698;5985;39272;45239;23653;7.84;46.94;NO2 5ppm
1104;15686;24572;16415;27647;6051;39158;45282;23683;7.84;46.94;NO2 5ppm
1107;15743;24491;16350;27662;5904;39218;45294;23709;7.76;46.94;NO2 5ppm
1110;15786;24534;16397;27718;6000;39214;45290;23706;7.84;46.94;NO2 5ppm
1113;15721;24527;16289;27727;6060;39153;45274;23670;7.76;46.95;NO2 5ppm
1116;15761;24406;16332;27611;5998;39245;45286;23660;7.84;46.94;NO2 5ppm
1119;15735;24521;16326;27688;5922;39201;45266;23630;7.76;46.94;NO2 5ppm
1122;15733;24414;16273;27659;5979;39134;45290;23702;7.84;46.95;NO2 5ppm
1125;15730;24506;16391;27677;5931;39244;45270;23688;7.84;46.94;NO2 5ppm
1128;15727;24425;16360;27639;6005;39258;45294;23742;7.84;46.93;NO2 5ppm
1131;15777;24507;16335;27647;5994;39122;45250;23616;7.76;46.94;NO2 5ppm
1134;15748;24378;16383;27721;6033;39119;45316;23668;7.84;46.94;NO2 5ppm
1137;15689;24420;16299;27761;6048;39197;45346;23686;7.76;46.94;NO2 5ppm
1140;15716;24377;16312;27706;5956;39196;45258;23658;7.76;46.94;NO2 5ppm
1143;15759;24385;16329;27658;6054;39295;45281;23653;7.76;46.94;NO2 5ppm
1146;15814;24410;16338;27732;6015;39198;45328;23703;7.76;46.95;NO2 5ppm
1149;15682;24378;16279;27688;6021;38897;45253;23596;7.76;46.95;NO2 5ppm
1152;15752;24434;16265;27716;5982;39157;45315;23729;7.76;46.95;NO2 5ppm
1155;15814;24361;16307;27733;5968;39177;45305;23642;7.76;46.94;NO2 5ppm
1158;15845;24331;16307;27599;5996;39153;45265;23592;7.76;46.94;NO2 5ppm
1161;15770;24404;16268;27656;5956;39249;45293;23650;7.76;46.94;NO2 5ppm
1164;15770;24292;16255;27724;5977;39265;45290;23626;7.76;46.94;NO2 5ppm
1167;15703;24330;16309;27670;6058;39125;45247;23614;7.76;46.94;NO2 5ppm
1170;15806;24321;16346;27696;6053;39203;45260;23653;7.84;46.95;NO2 5ppm
1173;15778;24235;16316;27733;6028;39158;45265;23695;7.84;46.95;NO2 5ppm
1176;15760;24320;16379;27687;5980;39172;45298;23674;7.84;46.95;NO2 5ppm
1179;15779;24305;16366;27712;5988;39124;45250;23614;7.84;46.96;NO2 5ppm
1182;15766;24286;16260;27521;5941;39152;45225;23664;7.84;46.95;NO2 5ppm
1185;15731;24214;16276;27710;6042;39143;45273;23656;7.84;46.96;NO2 5ppm
1188;15731;24270;16231;27675;6029;39196;45290;23649;7.84;46.96;NO2 5ppm
1191;15759;24286;16275;27649;5946;39221;45247;23607;7.84;46.95;NO2 5ppm
1194;15759;24255;16305;27676;5988;39156;45315;23745;7.84;46.96;NO2 5ppm
1197;15743;24262;16294;27795;6043;39105;45295;23697;7.84;46.95;NO2 5ppm
1200;15674;24218;16210;27696;6040;39059;45335;23704;7.84;46.95;NO2 5ppm
1;15452;26759;15482;27571;5733;39391;45027;23452;7.16;46.92
